2007-03-09;187505;238755
2007-03-08;198991;238773
2007-03-07;195933;237464
2007-03-06;212143;238514
2007-03-05;229168;234068
2007-03-02;235279;236800
2007-03-01;271075;240421
2007-02-28;262045;241615
2007-02-27;303738;240786
2007-02-26;191248;250452
2007-02-23;201222;251510
2007-02-22;185096;252494
2007-02-21;201245;251842
2007-02-20;216559;251304
2007-02-16;188743;249631
2007-02-15;194967;249710
2007-02-14;217358;248838
2007-02-13;182139;245988
2007-02-12;184025;245038
2007-02-09;218659;245982
2007-02-08;199588;248867
2007-02-07;219841;249050
2007-02-06;211371;247149
2007-02-05;187531;247060
2007-02-02;187677;247588
2007-02-01;217004;246838
2007-01-31;218671;246393
2007-01-30;176960;244864
2007-01-29;191540;244109
2007-01-26;206708;243549
2007-01-25;220228;243424
2007-01-24;220204;246628
2007-01-23;200110;243141
2007-01-22;190086;243107
2007-01-19;203789;245131
2007-01-18;245618;244321
2007-01-17;227388;247942
2007-01-16;213955;249778
2007-01-12;217581;250282
2007-01-11;243627;248485
2007-01-10;227421;245933
2007-01-09;214416;244383
2007-01-08;190562;243820
2007-01-05;206036;243425
2007-01-04;210421;245343
2007-01-03;243528;242316
2006-12-29;141392;241529
2006-12-28;123753;242557
2006-12-27;121626;243122
2006-12-26;101620;241351
2006-12-22;130653;240118
2006-12-21;173288;241585
2006-12-20;174953;242761
2006-12-19;196072;242955
2006-12-18;193635;243557
2006-12-15;232465;245720
2006-12-14;188951;245385
2006-12-13;178243;243241
2006-12-12;192754;243160
2006-12-11;181334;244286
2006-12-08;184060;243736
2006-12-07;205103;242769
2006-12-06;188900;244586
2006-12-05;199060;245238
2006-12-04;195453;244839
2006-12-01;204052;241321
2006-11-30;213420;243177
2006-11-29;190343;243223
2006-11-28;195863;241261
2006-11-27;195030;240592
2006-11-24;68151;246026
2006-11-22;157312;246598
2006-11-21;166027;245484
2006-11-20;169748;245272
2006-11-17;173240;244586
2006-11-16;203883;244906
2006-11-15;210387;244275
2006-11-14;192637;243066
2006-11-13;172081;240638
2006-11-10;168046;238972
2006-11-09;238024;237601
2006-11-08;207602;238494
2006-11-07;208877;237588
2006-11-06;189225;236595
2006-11-03;183005;233079
2006-11-02;188731;233402
2006-11-01;202702;233435
2006-10-31;192215;236671
2006-10-30;172418;236377
2006-10-27;226895;235062
2006-10-26;233954;237910
2006-10-25;210078;235659
2006-10-24;185688;234484
2006-10-23;182348;235556
2006-10-20;192207;234230
2006-10-19;200069;234094
2006-10-18;213075;233715
2006-10-17;212595;234495
2006-10-16;182362;236384
2006-10-13;194053;235729
2006-10-12;200396;234618
2006-10-11;199560;230827
2006-10-10;176036;231543
2006-10-09;148528;231177
2006-10-06;167247;229999
2006-10-05;191109;230634
2006-10-04;219028;229095
2006-10-03;194680;224365
2006-10-02;176917;223760
2006-09-29;181212;225843
2006-09-28;180526;227002
2006-09-27;203910;226339
2006-09-26;201114;226134
2006-09-25;183386;224907
2006-09-22;164654;221893
2006-09-21;199311;223775
2006-09-20;216494;225289
2006-09-19;207992;222237
2006-09-18;191420;223575
2006-09-15;245587;223559
2006-09-14;182660;222873
