431.1670;4.0000
431.1855;2.0000
431.2871;2.0000
432.1930;4.0000
432.2023;5.0000
432.2115;11.0000
432.2208;6.0000
432.2300;11.0000
432.2393;4.0000
432.2485;6.0000
432.2578;5.0000
432.2670;2.0000
432.2763;4.0000
432.2855;2.0000
433.1740;2.0000
433.2203;3.0000
433.2573;2.0000
433.8131;2.0000
434.2024;2.0000
434.7866;2.0000
434.7959;2.0000
434.8052;3.0000
435.0835;2.0000
435.1021;2.0000
435.1299;2.0000
435.1763;2.0000
436.1699;2.0000
437.1275;4.0000
437.1368;11.0000
437.1461;13.0000
437.1554;30.0000
437.1647;34.0000
437.1740;48.0000
437.1833;53.0000
437.1926;45.0000
437.2019;33.0000
437.2112;18.0000
437.2205;15.0000
437.2298;14.0000
437.2391;10.0000
437.2484;7.0000
437.2577;8.0000
437.2670;3.0000
437.2763;4.0000
437.2856;4.0000
437.2949;2.0000
437.3135;2.0000
438.1140;2.0000
438.1419;2.0000
438.1606;2.0000
438.1699;9.0000
438.1792;4.0000
438.1885;6.0000
438.1978;8.0000
438.2071;10.0000
438.2164;8.0000
438.2257;2.0000
438.2351;2.0000
438.2444;3.0000
438.2723;2.0000
439.2322;2.0000
442.1648;2.0000
447.4474;2.0000
453.1306;2.0000
453.1495;2.0000
453.1684;2.0000
453.1874;2.0000
453.2158;3.0000
456.1946;2.0000
457.1834;2.0000
457.2215;2.0000
461.1874;2.0000
462.0764;2.0000
465.1993;2.0000
469.1900;2.0000
469.2093;2.0000
472.1918;2.0000
472.2112;3.0000
473.7205;2.0000
475.2226;2.0000
478.1949;2.0000
478.7010;2.0000
479.2365;2.0000
479.2560;2.0000
480.2402;2.0000
484.8138;2.0000
487.6685;2.0000
488.8581;2.0000
488.8974;2.0000
505.1732;2.0000
508.1474;2.0000
513.0431;2.0000
515.2120;2.0000
518.3472;2.0000
518.3776;2.0000
522.2033;2.0000
522.2135;4.0000
522.2338;2.0000
522.2440;5.0000
522.2745;2.0000
523.2103;3.0000
523.2205;2.0000
524.1571;2.0000
536.1729;2.0000
537.1210;2.0000
538.1010;2.0000
544.2175;2.0000
545.2143;2.0000
545.9001;2.0000
551.7158;2.0000
561.8565;2.0000
564.0838;2.0000
567.1522;2.0000
570.9728;2.0000
573.3033;2.0000
613.9345;2.0000
621.8859;2.0000
625.1743;6.0000
625.1965;5.0000
625.2076;11.0000
625.2188;8.0000
625.2299;16.0000
625.2410;15.0000
625.2521;14.0000
625.2632;13.0000
625.2744;17.0000
625.2855;11.0000
625.2966;11.0000
625.3077;12.0000
625.3188;10.0000
625.3300;7.0000
625.3411;4.0000
625.3522;3.0000
625.3633;3.0000
625.6971;5.0000
625.7083;9.0000
625.7194;6.0000
625.7305;16.0000
625.7417;13.0000
625.7528;10.0000
625.7639;4.0000
625.7751;16.0000
625.7862;16.0000
625.7974;15.0000
625.8085;8.0000
625.8196;2.0000
625.8307;6.0000
625.8419;6.0000
625.8530;2.0000
625.8641;3.0000
625.8975;2.0000
626.2203;5.0000
626.2314;2.0000
626.2426;8.0000
626.2537;2.0000
626.2648;3.0000
626.2760;5.0000
626.2983;2.0000
626.3094;2.0000
626.3205;2.0000
626.3539;2.0000
626.7660;2.0000
626.7771;2.0000
626.8105;2.0000
636.2017;2.0000
636.2241;5.0000
636.2354;5.0000
636.2466;3.0000
636.2578;6.0000
636.2690;3.0000
636.2802;4.0000
636.2914;2.0000
636.3027;2.0000
636.3139;2.0000
636.4149;2.0000
636.7404;3.0000
636.7516;2.0000
636.7629;2.0000
636.7741;2.0000
636.7853;2.0000
636.8078;3.0000
636.8190;2.0000
636.8302;3.0000
636.8414;2.0000
637.2007;2.0000
637.2232;2.0000
637.2569;3.0000
637.2682;4.0000
639.3026;2.0000
641.0361;2.0000
644.2165;3.0000
644.2504;4.0000
644.2617;2.0000
644.2842;2.0000
644.7134;4.0000
644.7586;2.0000
644.8264;2.0000
645.2219;2.0000
647.2236;2.0000
647.2463;3.0000
647.2576;3.0000
647.3029;2.0000
647.3255;2.0000
647.4614;2.0000
647.7104;2.0000
647.7670;2.0000
647.7897;2.0000
648.2653;2.0000
648.3220;2.0000
648.7639;2.0000
650.8052;3.0000
651.6680;2.0000
651.6794;2.0000
651.6907;2.0000
651.7248;2.0000
651.7475;4.0000
651.7702;2.0000
651.7930;2.0000
652.1792;2.0000
652.1906;2.0000
652.2701;4.0000
652.3156;2.0000
652.7247;2.0000
652.7701;2.0000
655.2845;3.0000
655.7060;2.0000
658.7284;2.0000
659.7565;2.0000
660.0079;2.0000
661.2314;2.0000
662.7424;2.0000
662.9028;2.0000
663.2350;3.0000
663.2579;2.0000
663.6934;2.0000
665.2300;2.0000
666.7111;2.0000
666.7571;2.0000
669.7703;2.0000
674.7072;2.0000
674.7419;2.0000
676.8352;2.0000
681.7168;2.0000
681.7284;2.0000
682.2512;2.0000
684.7170;2.0000
685.2410;2.0000
686.2545;2.0000
687.7355;2.0000
688.0388;2.0000
688.2956;2.0000
688.8677;2.0000
689.2413;2.0000
689.2647;2.0000
689.2764;2.0000
689.2881;3.0000
689.2997;4.0000
689.3115;2.0000
689.3231;2.0000
689.3348;5.0000
689.3465;3.0000
689.3582;4.0000
689.4049;2.0000
689.4633;2.0000
689.4750;2.0000
689.5100;2.0000
690.2696;2.0000
690.2930;2.0000
690.9009;2.0000
691.2985;3.0000
693.2768;2.0000
693.7806;2.0000
693.7923;3.0000
693.8040;3.0000
693.8275;2.0000
693.8392;3.0000
693.8626;2.0000
693.9447;2.0000
693.9564;2.0000
694.2612;2.0000
694.2846;4.0000
694.2963;2.0000
694.3080;6.0000
694.3198;2.0000
694.3315;3.0000
694.3432;3.0000
694.3549;4.0000
694.3666;3.0000
694.3784;2.0000
694.7301;2.0000
694.8005;4.0000
694.8122;2.0000
694.8591;2.0000
694.8708;2.0000
695.3048;2.0000
695.3283;2.0000
695.4926;2.0000
695.8093;2.0000
696.2671;2.0000
696.2906;2.0000
696.7250;2.0000
697.2770;2.0000
697.6530;2.0000
701.7955;2.0000
701.8427;2.0000
702.0666;2.0000
702.0902;2.0000
702.3260;3.0000
702.5854;2.0000
702.8212;2.0000
703.2341;2.0000
703.7651;2.0000
703.8359;2.0000
704.7687;2.0000
704.8514;2.0000
706.2694;2.0000
708.7900;2.0000
708.8611;2.0000
709.2521;2.0000
709.6194;2.0000
710.7101;2.0000
710.7220;4.0000
710.7457;2.0000
711.7186;2.0000
715.1528;2.0000
719.9794;2.0000
720.2062;2.0000
721.2812;2.0000
722.2852;2.0000
722.2972;2.0000
722.7994;2.0000
723.2660;2.0000
727.3397;2.0000
727.7957;2.0000
727.8197;2.0000
729.2607;2.0000
729.3688;2.0000
732.8213;2.0000
732.8815;2.0000
733.2067;2.0000
733.2308;2.0000
735.0872;2.0000
736.2215;2.0000
738.7224;3.0000
739.7747;2.0000
739.9562;2.0000
746.2383;2.0000
746.4572;2.0000
747.2353;2.0000
754.2811;2.0000
754.8432;2.0000
755.3567;2.0000
760.5745;2.0000
763.6450;2.0000
763.7064;2.0000
763.8663;2.0000
763.9155;2.0000
763.9277;2.0000
763.9523;2.0000
764.0753;2.0000
764.0999;4.0000
764.1245;3.0000
764.1368;3.0000
764.1614;3.0000
764.2229;3.0000
764.2598;2.0000
764.2844;2.0000
764.3090;4.0000
764.3336;2.0000
764.3459;4.0000
764.3582;2.0000
764.4197;2.0000
764.4812;2.0000
764.5181;3.0000
764.5550;3.0000
764.6657;2.0000
764.6780;2.0000
764.6903;2.0000
764.7149;3.0000
764.7518;4.0000
764.7764;2.0000
764.9117;2.0000
765.3179;2.0000
765.8841;2.0000
770.2612;2.0000
774.8984;2.0000
777.8115;2.0000
781.1652;2.0000
782.9069;2.0000
783.6913;2.0000
786.9204;4.0000
786.9828;2.0000
787.0952;2.0000
787.1076;2.0000
787.1201;4.0000
787.1326;2.0000
787.1451;2.0000
787.1950;3.0000
787.2823;4.0000
787.2949;3.0000
787.3073;4.0000
787.3198;3.0000
787.3323;3.0000
787.3448;3.0000
787.3573;2.0000
787.3698;2.0000
787.3947;2.0000
787.4821;2.0000
787.4946;2.0000
787.5071;4.0000
787.5196;6.0000
787.5320;3.0000
787.5570;2.0000
787.5820;3.0000
787.6943;2.0000
787.7068;4.0000
787.7568;2.0000
787.7693;2.0000
787.7818;2.0000
787.8192;2.0000
787.9566;2.0000
788.0940;2.0000
788.1315;2.0000
789.3434;3.0000
789.3559;2.0000
789.3809;2.0000
789.4059;2.0000
789.4184;3.0000
789.4434;2.0000
789.4684;2.0000
790.2561;2.0000
790.2936;2.0000
